ingredient_code,standard_name_kr,standard_name_en,alias_kr,alias_en
성분사전 표준화명칭목록,,,,
2026.06.30 기준,,,,
2030,에이엠피-아크릴레이트/에틸헥실아크릴레이트코폴리머,AMP-Acrylates/Ethylhexyl Acrylate Copolymer,에이엠피-아크릴레이트/에칠헥실아크릴레이트코폴리머,AMP-Acrylates/Ethylhexyl Acrylate Copolymer
2031,에이엠피-아크릴레이트코폴리머,AMP-Acrylates Copolymer,,
2032,에이엠피-아이소스테아로일하이드롤라이즈드밀단백질,AMP-Isostearoyl Hydrolyzed Wheat Protein,에이엠피-이소스테아로일하이드롤라이즈드밀단백질|에이엠피-아이소스테아로일하이드롤라이즈드밀프로테인,AMP-Isostearoyl Hydrolyzed Wheat Protein
2033,에이엠피-아이소스테아로일하이드롤라이즈드실크,AMP-Isostearoyl Hydrolyzed Silk,에이엠피-이소스테아로일하이드롤라이즈드실크,AMP-Isostearoyl Hydrolyzed Silk
2034,에이엠피-아이소스테아로일하이드롤라이즈드케라틴,AMP-Isostearoyl Hydrolyzed Keratin,에이엠피-이소스테아로일하이드롤라이즈드케라틴,AMP-Isostearoyl Hydrolyzed Keratin
2035,에이엠피-아이소스테아로일하이드롤라이즈드콩단백질,AMP-Isostearoyl Hydrolyzed Soy Protein,에이엠피-이소스테아로일하이드롤라이즈드소이프로테인|에이엠피-이소스테아로일하이드롤라이즈드콩단백질,AMP-Isostearoyl Hydrolyzed Soy Protein
2036,에이치디아이/트라이메틸올헥실락톤크로스폴리머,HDI/Trimethylol Hexyllactone Crosspolymer,에이치디아이/트리메칠올헥실락톤크로스폴리머,HDI/Trimethylol Hexyllactone Crosspolymer
2037,에이치디아이/피피지/폴리카프로락톤크로스폴리머,HDI/PPG/Polycaprolactone Crosspolymer,에이치디아이/피피지/폴리카프롤락톤크로스폴리머,HDI/PPG/Polycaprolactone Crosspolymer
2038,에이코사펜타에노익애씨드,Eicosapentaenoic Acid,,
2039,에틸글루코사이드,Ethyl Glucoside,에칠글루코사이드,Ethyl Glucoside
2040,나팔수선화추출물,Narcissus Pseudonarcissus (Daffodil) Flower Extract,,
2041,"에틸2,2-다이메틸하이드로신남알","Ethyl 2,2-Dimethylhydrocinnamal","에칠2,2-디메칠하이드로신남알","Ethyl 2,2-Dimethylhydrocinnamal"
2042,에칠렌글라이콜,Ethylene Glycol,,
2043,에틸렌다이아민/스테아릴다이머다이리놀리에이트코폴리머,Ethylenediamine/Stearyl Dimer Dilinoleate Copolymer,에칠렌디아민/스테아릴다이머디리놀리에이트코폴리머,Ethylenediamine/Stearyl Dimer Dilinoleate Copolymer
2044,에틸렌다이아민/스테아릴다이머탈레이트코폴리머,Ethylenediamine/Stearyl Dimer Tallate Copolymer,에칠렌디아민/스테아릴다이머탈레이트코폴리머,Ethylenediamine/Stearyl Dimer Tallate Copolymer
2045,에틸렌다이아민/하이드로제네이티드다이머다이리놀리에이트코폴리머비스-다이-C14-18알킬아마이드,Ethylenediamine/Hydrogenated Dimer DilinoleateCopolymer Bis-Di-C14-18 Alkyl Amide,에칠렌디아민/하이드로제네이티드다이머디이놀리에이트코폴리머비스-디-C14-18알킬아마이드|에칠렌디아민/하이드로제네이티드다이머디리놀리에이트코폴리머비스-디-C14-18알킬아마이드,Ethylenediamine/Hydrogenated Dimer DilinoleateCopolymer Bis-Di-C14-18 Alkyl Amide
2046,에틸렌/메타크릴레이트코폴리머,Ethylene/Methacrylate Copolymer,에칠렌/메타크릴레이트코폴리머,Ethylene/Methacrylate Copolymer
2047,에틸렌브라실레이트,Ethylene Brassylate,에칠렌브라실레이트,Ethylene Brassylate
2048,에틸렌/브이에이코폴리머,Ethylene/VA Copolymer,에칠렌/브이에이코폴리머,Ethylene/VA Copolymer
2049,에틸렌/아크릴릭애씨드코폴리머,Ethylene/Acrylic Acid Copolymer,에칠렌/아크릴릭애씨드코폴리머,Ethylene/Acrylic Acid Copolymer
2050,에틸렌/프로필렌/스타이렌코폴리머,Ethylene/Propylene/Styrene Copolymer,에칠렌/프로필렌/스타이렌코폴리머,Ethylene/Propylene/Styrene Copolymer
2051,에틸렌/프로필렌코폴리머,Ethylene/Propylene Copolymer,에칠렌/프로필렌코폴리머,Ethylene/Propylene Copolymer
2052,에틸리놀리에이트,Ethyl Linoleate,에칠리놀리에이트,Ethyl Linoleate
2053,에틸마카다미에이트,Ethyl Macadamiate,에칠마카다미에이트,Ethyl Macadamiate
2054,에틸멘탄카복사마이드,Ethyl Menthane Carboxamide,에칠멘탄카복사마이드,Ethyl Menthane Carboxamide
2055,에틸바닐린,Ethyl Vanillin,에칠바닐린,Ethyl Vanillin
2056,에틸벤조에이트,Ethyl Benzoate,에칠벤조에이트,Ethyl Benzoate
2057,에틸부틸아세틸아미노프로피오네이트,Ethyl Butylacetylaminopropionate,에칠부틸아세틸아미노프로피오네이트,Ethyl Butylacetylaminopropionate
2058,에틸비스이미노메틸구아이아콜망가니즈클로라이드,Ethylbisiminomethylguaiacol Manganese Chloride,에칠비스이미노메칠구아이아콜망가니스클로라이드,Ethylbisiminomethylguaiacol Manganese Chloride
2059,에틸셀룰로오스,Ethylcellulose,에칠셀룰로오스,Ethylcellulose
2060,에틸아세테이트,Ethyl Acetate,에칠아세테이트,Ethyl Acetate
2061,나한과열매추출물,Momordica Grosvenorii Fruit Extract,나한과열매추출물,Momordica Grosvenori Fruit Extract
2062,에칠아스코빌에텔,Ethyl Ascorbyl Ether,,
2063,에틸에터,Ethyl Ether,에칠에텔,Ethyl Ether
2064,에틸올리베이트,Ethyl Olivate,에칠올리베이트,Ethyl Olivate
2065,에틸올리에이트,Ethyl Oleate,에칠올리에이트,Ethyl Oleate
2066,에틸트라이모늄클로라이드메타크릴레이트/하이드록시에틸아크릴아마이드코폴리머,Ethyltrimonium ChlorideMethacrylate/Hydroxyethylacrylamide Copolymer,에칠트리모늄클로라이드메타크릴레이트/하이드록시에칠아크릴아마이드코폴리머,Ethyltrimonium ChlorideMethacrylate/Hydroxyethylacrylamide Copolymer
2067,에틸트라이실록세인,Ethyl Trisiloxane,에칠트리실록산,Ethyl Trisiloxane
2068,에틸파라벤,Ethylparaben,에칠파라벤,Ethylparaben
2069,에틸퍼플루오로부틸에터,Ethyl Perfluorobutyl Ether,에칠퍼플루오로부틸에텔,Ethyl Perfluorobutyl Ether
2070,에틸퍼플루오로아이소부틸에터,Ethyl Perfluoroisobutyl Ether,에칠퍼플루오로이소부틸에텔,Ethyl Perfluoroisobutyl Ether
2071,스페인감초뿌리줄기/뿌리,Glycyrrhiza Glabra (Licorice) Rhizome/Root,감초,Glycyrrhiza Glabra (Licorice)
2072,나한백가지추출물,Thujopsis Dolabrata Branch Extract,,
2073,에틸하이드록시메틸올레일옥사졸린,Ethyl Hydroxymethyl Oleyl Oxazoline,에칠하이드록시메칠올레일옥사졸린,Ethyl Hydroxymethyl Oleyl Oxazoline
2074,에틸헥산다이올,Ethyl Hexanediol,에칠헥산디올,Ethyl Hexanediol
2075,에틸헥실글리세린,Ethylhexylglycerin,에칠헥실글리세린,Ethylhexylglycerin
2076,에칠헥실디메칠파바,Ethylhexyl Dimethyl PABA,,
2077,에틸헥실다이메톡시벤질리덴다이옥소이미다졸리딘프로피오네이트,Ethylhexyl Dimethoxybenzylidene DioxoimidazolidinePropionate,에칠헥실디메톡시벤질리덴디옥소이미다졸리딘프로피오네이트,Ethylhexyl Dimethoxybenzylidene DioxoimidazolidinePropionate
2078,에칠헥실메톡시신나메이트,Ethylhexyl Methoxycinnamate,,
2079,에칠헥실살리실레이트,Ethylhexyl Salicylate,,
2080,에틸헥실스테아레이트,Ethylhexyl Stearate,에칠헥실스테아레이트,Ethylhexyl Stearate
2081,에틸헥실아크릴레이트/브이피/다이메티콘메타크릴레이트코폴리머,Ethylhexyl Acrylate/VP/Dimethicone MethacrylateCopolymer,에칠헥실아크릴레이트/브이피/디메치콘메타크릴레이트코폴리머,Ethylhexyl Acrylate/VP/Dimethicone MethacrylateCopolymer
2082,에틸헥실에틸헥사노에이트,Ethylhexyl Ethylhexanoate,에칠헥실에칠헥사노에이트,Ethylhexyl Ethylhexanoate
2083,난각막가루,Egg Shell Membrane Powder,,
2084,에틸헥실아이소노나노에이트,Ethylhexyl Isononanoate,에칠헥실이소노나노에이트|에틸헥실아이소소노나노에이트,Ethylhexyl Isononanoate
2085,에틸헥실아이소스테아레이트,Ethylhexyl Isostearate,에칠헥실이소스테아레이트,Ethylhexyl Isostearate
2086,에틸헥실코코에이트,Ethylhexyl Cocoate,에칠헥실코코에이트,Ethylhexyl Cocoate
2087,에칠헥실트리아존,Ethylhexyl Triazone,,
2088,에틸헥실팔미테이트,Ethylhexyl Palmitate,에칠헥실팔미테이트,Ethylhexyl Palmitate
2089,에틸헥실펠라고네이트,Ethylhexyl Pelargonate,에칠헥실펠라고네이트,Ethylhexyl Pelargonate
2090,에틸헥실하이드록시스테아레이트,Ethylhexyl Hydroxystearate,에칠헥실하이드록시스테아레이트,Ethylhexyl Hydroxystearate
2091,에키네시아잎추출물,Echinacea Angustifolia Leaf Extract,에키나세아잎추출물,Echinacea Angustifolia Leaf Extract
2092,에키네시아추출물,Echinacea Angustifolia Extract,에키나세아추출물,Echinacea Angustifolia Extract
2093,에탄올,Alcohol,,
2094,난뿌리추출물,Orchid Root Extract,,
2095,에탄올아민,Ethanolamine,,
2096,에탄올아민티오글라이콜레이트,Ethanolamine Thioglycolate,에탄올아민치오글라이콜레이트,Ethanolamine Thioglycolate
2097,에토크릴렌,Etocrylene,,
2098,에톡시다이글라이콜,Ethoxydiglycol,에톡시디글라이콜,Ethoxydiglycol
2099,에톡시다이글라이콜베헤네이트,Ethoxydiglycol Behenate,에톡시디글라이콜베헤네이트,Ethoxydiglycol Behenate
2100,에톡시다이글라이콜올리에이트,Ethoxydiglycol Oleate,에톡시디글라이콜올리에이트,Ethoxydiglycol Oleate
2101,에티드로닉애씨드,Etidronic Acid,,
2102,에폭시레진피복알루미늄가루,Epoxy Resin Coated Aluminum Powder,,
2103,에피갈로카테킨갈레이트,Epigallocatechin Gallate,,
2104,난추출물,Orchid Extract,,
2105,엑토인,Ectoin,,
2106,엘더꽃가루,Sambucus Nigra Flower Powder,,
2107,엘더꽃추출물,Sambucus Nigra Flower Extract,,
2108,엘더열매추출물,Sambucus Nigra Fruit Extract,,
2109,캐나다딱총추출물,Sambucus Canadensis Extract,엘더추출물,Sambucus Canadensis Extract
2110,엘라스틴,Elastin,,
2111,엘라직애씨드,Ellagic Acid,,
2112,엠디엠하이단토인,MDM Hydantoin,,
2113,엠이에이-라우레스설페이트,MEA-Laureth Sulfate,,
2114,엠이에이-라우릴설페이트,MEA-Lauryl Sulfate,,
2115,난황오일,Egg Oil,난황유,
2116,엠이에이-보레이트,MEA-Borate,,
2117,엠이에이-티오락테이트,MEA-Thiolactate,엠이에이-치오락테이트,MEA-Thiolactate
2118,엠이케이,MEK,,
2119,당개나리열매추출물,Forsythia Suspensa Fruit Extract,연교추출물,Forsythia Suspensa Fruit Extract
2120,연꽃꽃가루,Nelumbo Nucifera Flower Powder,,
2121,연꽃뿌리수,Nelumbo Nucifera Root Water,,
2122,연꽃뿌리추출물,Nelumbo Nucifera Root Extract,,
2123,연꽃꽃수,Nelumbo Nucifera Flower Water,인도연꽃수|연꽃수,Nelumbium Speciosum Flower Water
2124,연꽃씨가루,Nelumbo Nucifera Seed Powder,,
2125,연꽃씨추출물,Nelumbo Nucifera Seed Extract,인도연꽃씨추출물,Nelumbium Speciosum Seed Extract
2126,난황추출물,Egg Yolk Extract,,
2127,연꽃잎추출물,Nelumbo Nucifera Leaf Extract,,
2128,연꽃꽃추출물,Nelumbium Speciosum Flower Extract,인도연꽃추출물|연꽃추출물,Nelumbium Speciosum Flower Extract
2129,연어알추출물,Salmon Egg Extract,,
2130,연필향나무목부추출물,Juniperus Virginiana Wood Extract,연필향나무추출물,Juniperus Virginiana Wood Extract
2131,찔레꽃열매추출물,Rosa Multiflora Fruit Extract,영실추출물,Rosa Multiflora Fruit Extract
2132,영지버섯줄기추출물,Ganoderma Lucidum (Mushroom) Stem Extract,영지줄기추출물,Ganoderma Lucidum (Mushroom) Stem Extract
2133,영지버섯추출물,Ganoderma Lucidum (Mushroom) Extract,영지추출물,Ganoderma Lucidum (Mushroom) Extract
2134,영하구기자추출물,Lycium Barbarum Fruit Extract,,
2135,예덕나무껍질추출물,Mallotus Japonicus Bark Extract,,
2136,예덕나무꽃오일,Mallotus Japonicus Flower Oil,,
2137,납작파래추출물,Enteromorpha Compressa Extract,,
2138,예덕나무씨오일,Mallotus Japonicus Seed Oil,,
2139,옐로우바스켓윌로우잎추출물,Engelhardtia Chrysolepis Leaf Extract,,
2140,뽕나무열매추출물,Morus Alba Fruit Extract,오디추출물,Morus Alba Fruit Extract
2141,오레가노꽃추출물,Origanum Vulgare Flower Extract,,
2142,오레가노잎오일,Origanum Vulgare Leaf Oil,,
2143,오레가노잎추출물,Origanum Vulgare Leaf Extract,,
2144,오렌지껍질가루,Citrus Aurantium Dulcis (Orange) Peel Powder,,
2145,오렌지껍질오일,Citrus Aurantium Dulcis (Orange) Peel Oil,,
2146,오렌지껍질왁스,Citrus Aurantium Dulcis (Orange) Peel Wax,,
2147,오렌지껍질추출물,Citrus Aurantium Dulcis (Orange) Peel Extract,,
2148,낫토검,Natto Gum,,
2149,오렌지꽃수,Citrus Aurantium Dulcis (Orange) Flower Water,,
2150,오렌지꽃오일,Citrus Aurantium Dulcis (Orange) Flower Oil,,
2151,오렌지꽃추출물,Citrus Aurantium Dulcis (Orange) Flower Extract,,
2152,오렌지라피오일,Orange Roughy Oil,,
2153,오렌지수,Citrus Aurantium Dulcis (Orange) Fruit Water,,
2154,오렌지오일,Citrus Aurantium Dulcis (Orange) Oil,,
2155,오렌지즙,Citrus Aurantium Dulcis (Orange) Juice,,
2156,오렌지추출물,Citrus Aurantium Dulcis (Orange) Fruit Extract,,
2157,오로반케 라품추출물,Orobanche Rapum Extract,오로반체 라품추출물,Orobanche Rapum Extract
2158,오르니틴,Ornithine,,
2160,오르니틴에이치씨엘,Ornithine HCL,,
2161,오르소시폰추출물,Orthosiphon Stamineus Extract,,
2162,오리나무추출물,Alnus Japonica Extract,,
2163,오리스뿌리추출물,Iris Florentina Root Extract,,
2164,오리자놀,Oryzanol,,
2165,오미자추출물,Schisandra Chinensis Fruit Extract,오미자추출물,Schizandra Chinensis Fruit Extract
2166,붉나무충영추출물,Rhus Semialata Gall Extract,오배자추출물,Rhus Semialata Gall Extract|Rhus Javanica Extract
2167,오소리오일,Badger Oil,,
2168,에보디아열매추출물,Evodia Rutaecarpa Fruit Extract,오수유추출물,Evodia Rutaecarpa Fruit Extract
2169,오스트레아,Ostrea,,
2170,너도밤나무싹추출물,Fagus Sylvatica Bud Extract,,
2171,천태오약뿌리추출물,Lindera Strychnifolia Root Extract,오약추출물,Lindera Strychnifolia Root Extract
2172,오이,Cucumis Sativus (Cucumber) Fruit,,
2173,오이열매수,Cucumis Sativus (Cucumber) Fruit Water,오이수,
2174,오이씨추출물,Cucumis Sativus (Cucumber) Seed Extract,,
2175,오이즙,Cucumis Sativus (Cucumber) Juice,,
2176,오이열매추출물,Cucumis Sativus (Cucumber) Fruit Extract,오이추출물,Cucumis Sativus (Cucumber) Fruit Extract
2177,오이풀뿌리추출물,Poterium Officinale Root Extract,지유추출물,Sanguisorba officinalis Root Extract
2178,오조케라이트,Ozokerite,,
2179,오죽잎추출물,Phyllostachys Nigra Leaf Extract,,
2180,유럽무늬갑오징어먹물추출물,Cuttlefish Extract,오징어추출물,Cuttlefish Extract
2181,산거울뿌리추출물,Carex Humillis Root Extract,가는잎그늘사초뿌리추출물,Carex Humillis Root Extract
2182,스페인감초잎추출물,Glycyrrhiza Glabra (Licorice) Leaf Extract,감초잎추출물,Glycyrrhiza Glabra (Licorice) Leaf Extract
2183,넌출월귤씨오일,Oxycoccus Palustris Seed Oil,,
2184,가봉마호가니수지추출물,Aucoumea Klaineana Resin Extract,오쿠메수지추출물,Aucoumea Klaineana Resin Extract
2185,아시아홀리오크충영추출물,Quercus Infectoria (Oak) Gall Extract,오크균혹추출물,Quercus Infectoria (Oak) Gall Extract
2186,오크라씨추출물,Hibiscus Esculentus Seed Extract,,
2187,오크라열매추출물,Hibiscus Esculentus Fruit Extract,,
2188,참나무식초,Oak Vinegar,오크비니거,Oak Vinegar
2189,참나무뿌리추출물,Oak Root Extract,오크뿌리추출물,Oak Root Extract
2190,오피움안티도트잎추출물,Combretum Micranthum Leaf Extract,,
2191,연옥가루,Nephrite Powder,옥설,Nephrite Powder
2192,옥소티아졸리딘카복실릭애씨드,Oxothiazolidinecarboxylic Acid,옥소치아졸리딘카복실릭애씨드,Oxothiazolidinecarboxylic Acid
2193,옥수수커넬가루,Zea Mays (Corn) Kernel Meal,옥수수가루,Zea Mays (Corn) Kernel Meal
2194,네오루스코제닌,Neoruscogenin,,
2195,옥수수글루텐프로테인,Zea Mays (Corn) Gluten Protein,,
2196,옥수수배아오일,Zea Mays (Corn) Germ Oil,옥수수배아유,
2197,옥수수배아추출물,Zea Mays (Corn) Germ Extract,,
2198,옥수수속추분,Zea Mays (Corn) Cob Meal,옥수수속가루,Zea Mays (Corn) Cob Meal|Zea Mays (Corn) Cob Powder
2199,옥수수씨가루,Zea Mays (Corn) Seed Flour,,
2200,옥수수오일,Zea Mays (Corn) Oil,,
2201,옥수수오일피이지-6에스터,Corn Oil PEG-6 Esters,,
2202,옥수수잎추출물,Zea Mays (Corn) Leaf Extract,,
2203,옥수수전분,Zea Mays (Corn) Starch,,
2204,옥수수커넬추출물,Zea Mays (Corn) Kernel Extract,,
2205,네오펜틸글라이콜다이에틸헥사노에이트,Neopentyl Glycol Diethylhexanoate,네오펜틸글라이콜디에칠헥사노에이트,Neopentyl Glycol Diethylhexanoate
2206,옥시다이즈드옥수수오일,Oxidized Corn Oil,,
2207,옥시다이즈드케라틴,Oxidized Keratin,,
2208,옥시다이즈드폴리에틸렌,Oxidized Polyethylene,옥시다이즈드폴리에칠렌,Oxidized Polyethylene
2209,옥시도리덕타아제,Oxido Reductases,,
2210,옥촉서예추출물,Zea Mays (Corn) Silk Extract,,
2211,옥타데센다이오익애씨드,Octadecenedioic Acid,옥타데센디오익애씨드,Octadecenedioic Acid
2212,옥타데센/엠에이코폴리머,Octadecene/MA Copolymer,,
2213,옥탄다이올,Octanediol,옥탄디올,Octanediol
2214,옥토크릴렌,Octocrylene,,
